text,intent_name
Bagaimana melapor kehilangan KTM ke pihak kampus?,ktm_hilang
Apakah perlu melapor ke polisi jika KTM hilang?,ktm_hilang
Apa sanksinya jika tidak melapor kehilangan KTM?,ktm_hilang
Apakah KTM baru memiliki nomor yang sama dengan yang hilang?,ktm_hilang
"Bang, KTM gue hilang. Ngurusnya gimana?",ktm_hilang
"Kak, bikin KTM baru harus bawa apa aja?",ktm_hilang
"KTM gue kebawa orang, bisa cetak baru ga sih?",ktm_hilang
"KTM ilang di kosan, bisa minta ganti?",ktm_hilang
Harus ke akademik atau bagian lain buat KTM hilang?,ktm_hilang
"Bang, mau lapor KTM hilang ke mana ya?",ktm_hilang
Surat kehilangan perlu atau nggak buat KTM?,ktm_hilang
"KTM gue rusak, bisa ditukar baru?",ktm_hilang
Biaya cetak KTM baru berapa ya?,ktm_hilang
"KTM gue ga ketemu, bisa langsung cetak baru?",ktm_hilang
"Kalo KTM ilang, bisa dipake orang ga?",ktm_hilang
"Bro, KTM gue lenyap, gimana prosedurnya?",ktm_hilang
"Bang, KTM bisa diblokir dulu ga?",ktm_hilang
"KTM gue jatuh, harus lapor dulu?",ktm_hilang
Ngurus KTM baru lama ga sih?,ktm_hilang
"Kartu mahasiswa raib, harus gimana?",ktm_hilang
Nunggu KTM baru berapa hari?,ktm_hilang
"Kak, kalo KTM ilang, perlu bikin surat hilang?",ktm_hilang
Boleh minta panduan ganti KTM hilang?,ktm_hilang
KTM ilang kena biaya ya?,ktm_hilang
Nomor KTM hilang ga dipake orang lain kan?,ktm_hilang
"KTM rusak sobek, bisa cetak ulang?",ktm_hilang
"Kartu mahasiswa gue kebasahan dan rusak, gimana?",ktm_hilang
Menu penggantian KTM ada di portal ga?,ktm_hilang
"Bang, KTM ilang harus laporan dulu ke siapa?",ktm_hilang
Bikin KTM baru bisa online?,ktm_hilang
"KTM hilang waktu perjalanan, harus gimana?",ktm_hilang
"Kartu mahasiswa gue retak, mau ganti dong.",ktm_hilang
"KTM gue hilang total, bisa bikin baru berapa lama?",ktm_hilang
Kapan jadwal perubahan rencana studi?,perubahan_krs
Bagaimana jika saya ingin revisi KRS?,perubahan_krs
Kapan waktu untuk mengubah KRS?,perubahan_krs
Revisi KRS bisa dilakukan sampai kapan?,perubahan_krs
Kapan jadwal perubahan mata kuliah di KRS?,perubahan_krs
Kalau mau ubah KRS kapan bisa dilakukan?,perubahan_krs
Kapan periode perubahan KRS dibuka?,perubahan_krs
Kapan mahasiswa bisa melakukan koreksi KRS?,perubahan_krs
Boleh tahu kapan masa revisi KRS dimulai?,perubahan_krs
"Saya mau ubah mata kuliah, masih bisa gak?",perubahan_krs
Ubah KRS di portal mulai tanggal berapa?,perubahan_krs
Sampai kapan bisa ubah mata kuliah di KRS?,perubahan_krs
Kapan revisi rencana studi terakhir?,perubahan_krs
Ada waktu tambahan untuk revisi KRS gak?,perubahan_krs
Kapan masa koreksi KRS mahasiswa?,perubahan_krs
Perubahan KRS terakhir kapan ya?,perubahan_krs
KRS bisa diubah lewat dosen PA gak?,perubahan_krs
Bisa ubah mata kuliah lewat sistem?,perubahan_krs
Kalau salah input KRS bisa diperbaiki kapan?,perubahan_krs
Kapan jadwal revisi rencana studi dibuka?,perubahan_krs
Kapan mahasiswa diperbolehkan melakukan revisi KRS?,perubahan_krs
Mohon informasi mengenai periode perubahan KRS.,perubahan_krs
Apakah terdapat masa khusus untuk perubahan rencana studi?,perubahan_krs
Kapan sistem membuka akses revisi KRS bagi mahasiswa?,perubahan_krs
Perubahan KRS resmi dimulai tanggal berapa?,perubahan_krs
Sampai kapan mahasiswa dapat melakukan revisi pada KRS?,perubahan_krs
Apakah revisi KRS dapat dilakukan setelah pengisian awal selesai?,perubahan_krs
Apakah ada ketentuan waktu untuk memperbarui mata kuliah di KRS?,perubahan_krs
Kapan masa koreksi KRS dijadwalkan dalam kalender akademik?,perubahan_krs
"Saya ingin menyesuaikan KRS saya, kapan bisa dilakukan?",perubahan_krs
Kapan sih biasanya revisi KRS dibuka?,perubahan_krs
"Saya mau betulin KRS yang salah isi, kapan bisa?",perubahan_krs
"Kalau telat isi KRS, bisa revisi kapan?",perubahan_krs
Revisi KRS buka nggak hari ini?,perubahan_krs
Kapan portal revisi KRS aktif?,perubahan_krs
Boleh revisi KRS kapan ya?,perubahan_krs
Masa ubah KRS itu tanggal berapa sih?,perubahan_krs
Revisi KRS biasanya lama nggak sih?,perubahan_krs
Kapan waktunya perbaikan KRS?,perubahan_krs
Kapan mahasiswa dikasih kesempatan revisi KRS?,perubahan_krs
Bro revisi KRS kapan kebuka?,perubahan_krs
"Gue mau ganti matkul nih, kapan bisa?",perubahan_krs
"KRS gue salah masuk, bisa benerin kapan?",perubahan_krs
Revisi KRS dah buka belum sih?,perubahan_krs
Kapan nih waktu buat ngedit KRS?,perubahan_krs
Revisi KRS sampe kapan deadline-nya?,perubahan_krs
"Bang, mau ubah matkul nih, kapan bisa?",perubahan_krs
"Sis, revisi KRS udah bisa belum?",perubahan_krs
Woy perubahan KRS buka kapan?,perubahan_krs
Gimana nih kalau mau revisi KRS? kapan buka?,perubahan_krs
Di mana biasanya prodi menampilkan mapping penugasan dosen pembimbing untuk kegiatan KKN?,penetapan_pembimbing_program
"Saya ingin mengecek daftar assign pembimbing KKP, menu yang harus dibuka yang mana ya?",penetapan_pembimbing_program
"Untuk pembimbing Tugas Akhir, rilis resminya biasanya diposting pada kanal apa?",penetapan_pembimbing_program
Bagaimana cara mengetahui dosen yang ditunjuk mendampingi saya dalam program KKP?,penetapan_pembimbing_program
Apakah ada halaman khusus untuk melihat alokasi pembimbing KKN?,penetapan_pembimbing_program
"Saya belum menemukan informasi pembimbing TA saya, biasanya muncul di bagian mana?",penetapan_pembimbing_program
Prodi mengumumkan pembimbing KKP itu lewat mana sih?,penetapan_pembimbing_program
List pembimbing KKN tahun ini munculnya di panel apa di portal?,penetapan_pembimbing_program
Pembimbing TA ditentukan berdasarkan apa ya? Ada informasinya di mana?,penetapan_pembimbing_program
"Kalau mau cek siapa yang ditugaskan jadi pembimbing KKP, aksesnya dari menu apa?",penetapan_pembimbing_program
"Mapping pembimbing saya buat TA belum terlihat, itu normal atau gimana?",penetapan_pembimbing_program
Penugasan dosen pembimbing KKN sudah didistribusikan belum?,penetapan_pembimbing_program
"Saya cari info pembimbing KKP tapi tidak ketemu, biasanya di folder mana sih?",penetapan_pembimbing_program
"Untuk pembimbing TA, apakah prodi merilis file pengumumannya secara terpisah?",penetapan_pembimbing_program
Alur melihat siapa pembimbing saya untuk program KKN gimana ya?,penetapan_pembimbing_program
Cara paling cepat buat tahu siapa dosen pembimbing TA itu gimana?,penetapan_pembimbing_program
"Pembimbing KKP saya belum nongol di portal, itu artinya apa?",penetapan_pembimbing_program
"Kalau daftar pembimbing belum keluar, apakah memang biasanya agak telat?",penetapan_pembimbing_program
"Pembimbing KKN tahun lalu ada di menu berbeda, apakah tahun ini sama?",penetapan_pembimbing_program
"Saya mau cek pembimbing tapi menunya hilang, normal ga sih?",penetapan_pembimbing_program
Bagaimana cara mengetahui dosen pembimbing resmi untuk program KKP?,penetapan_pembimbing_program
Kapan daftar pembimbing KKP biasanya diumumkan?,penetapan_pembimbing_program
Apakah pengumuman pembimbing TA tersedia di portal akademik?,penetapan_pembimbing_program
"Saya ingin menemukan file mapping pembimbing KKN, letaknya di mana ya?",penetapan_pembimbing_program
Di bagian mana prodi biasanya merilis pembimbing TA?,penetapan_pembimbing_program
Apakah pembimbing KKP akan muncul otomatis di akun mahasiswa?,penetapan_pembimbing_program
Di mana lokasi menu untuk melihat informasi pembimbing TA?,penetapan_pembimbing_program
Bagaimana prosedur untuk mengecek penetapan pembimbing penelitian?,penetapan_pembimbing_program
Apakah pembimbing TA diumumkan melalui pengumuman fakultas?,penetapan_pembimbing_program
Kapan pembimbing TA akan tampil di dashboard mahasiswa?,penetapan_pembimbing_program
List pembimbing saya munculnya di mana sih?,penetapan_pembimbing_program
Biasanya mapping pembimbing ada di menu apa ya?,penetapan_pembimbing_program
Kapan biasanya keluar list pembimbing KKN?,penetapan_pembimbing_program
Pembimbing KKP nongolnya di menu apa?,penetapan_pembimbing_program
TA pembimbing diumumin lewat apa ya?,penetapan_pembimbing_program
"Kok pembimbing saya belum muncul, itu gimana?",penetapan_pembimbing_program
Biasanya file pembimbing dishare ke mana sih?,penetapan_pembimbing_program
"Saya nyari pembimbing kok kosong, itu normal?",penetapan_pembimbing_program
Kapan info pembimbing diupdate?,penetapan_pembimbing_program
"Menu pembimbing hilang, emang suka gitu ya?",penetapan_pembimbing_program
Pembimbing TA gue nongolnya di mana woy?,penetapan_pembimbing_program
Bro cek pembimbing lewat mana ya?,penetapan_pembimbing_program
Kapan sih keluar list pembimbing?,penetapan_pembimbing_program
Cara tercepat tahu pembimbing apa?,penetapan_pembimbing_program
Prodi upload pembimbing di mana biasanya?,penetapan_pembimbing_program
"Pembimbing belum ada nih, berarti belum dibagi ya?",penetapan_pembimbing_program
List pembimbing udah rilis belum?,penetapan_pembimbing_program
Dimana lihat siapa pembimbing gue?,penetapan_pembimbing_program
Kapan mapping pembimbing di-post?,penetapan_pembimbing_program
"Kok menu pembimbing blank, kenapa sih?",penetapan_pembimbing_program
Kapan waktu pengajuan cuti kuliah dibuka?,cuti_kuliah
Sampai kapan batas pengajuan cuti kuliah?,cuti_kuliah
Kapan mahasiswa bisa ajukan cuti?,cuti_kuliah
Apakah sudah bisa mengajukan cuti kuliah?,cuti_kuliah
Bagaimana cara mengajukan cuti kuliah semester ini?,cuti_kuliah
Kalau mau cuti kuliah kapan waktunya?,cuti_kuliah
Cuti kuliah bisa diajukan mulai kapan?,cuti_kuliah
Kapan batas akhir cuti kuliah semester gasal?,cuti_kuliah
Cuti kuliah diajukan ke mana dan kapan?,cuti_kuliah
"Saya mau cuti semester ini, bisa gak ya?",cuti_kuliah
Cuti kuliah masih bisa diajukan?,cuti_kuliah
Kapan pengajuan cuti dibuka di sistem?,cuti_kuliah
Kapan mahasiswa boleh ajukan cuti akademik?,cuti_kuliah
Cuti kuliah online mulai kapan?,cuti_kuliah
Kapan waktu pengajuan cuti untuk mahasiswa aktif?,cuti_kuliah
Mohon informasi periode resmi pengajuan cuti akademik.,cuti_kuliah
Sampai kapan mahasiswa diperbolehkan mengajukan cuti?,cuti_kuliah
Kapan batas waktu permohonan cuti diumumkan?,cuti_kuliah
Bagaimana jadwal cuti kuliah semester ini?,cuti_kuliah
Apakah ada waktu tertentu untuk mengajukan cuti?,cuti_kuliah
Kapan sistem menerima permohonan cuti akademik?,cuti_kuliah
Apakah pengajuan cuti dibuka sepanjang semester?,cuti_kuliah
Kapan mahasiswa bisa mulai mengajukan cuti online?,cuti_kuliah
Mohon info masa aktif pengajuan cuti.,cuti_kuliah
Cuti akademik semester ini dibuka tanggal berapa?,cuti_kuliah
Cuti kuliah buka kapan sih?,cuti_kuliah
Kalau mau cuti harus urus dari kapan?,cuti_kuliah
Pengajuan cuti udah bisa belum?,cuti_kuliah
Sampai kapan cuti masih bisa diajukan?,cuti_kuliah
Cuti kuliah periode ini kapan aja?,cuti_kuliah
Kapan batas terakhir ngajukan cuti?,cuti_kuliah
Kapan portal cuti kuliah aktif?,cuti_kuliah
Cuti bisa diajukan pas tanggal berapa?,cuti_kuliah
Kapan waktu yang tepat buat ajukan cuti?,cuti_kuliah
Cuti kuliah dibuka sampai kapan?,cuti_kuliah
Bang cuti kuliah buka kapan?,cuti_kuliah
"Gue mau cuti nih, kapan bisa daftar?",cuti_kuliah
Sis cuti online udah buka belum?,cuti_kuliah
Cuti semester ini kapan deadlinenya?,cuti_kuliah
Cuti kuliah dah bisa belum sih?,cuti_kuliah
Cuti kapan terakhir woy?,cuti_kuliah
Cara cuti kuliah dari kapan aja bisa?,cuti_kuliah
Bro kapan daftar cuti?,cuti_kuliah
"Gue mau skip semester ini, kapan ngurusnya?",cuti_kuliah
Cuti bisa diurus hari ini ga?,cuti_kuliah
Kapan perkuliahan semester gasal dimulai?,jadwal_perkuliahan
Mohon jadwal perkuliahan semester gasal.,jadwal_perkuliahan
Tanggal berapa kuliah dimulai dan berakhir?,jadwal_perkuliahan
Kuliah mulai kapan ya?,jadwal_perkuliahan
Kapan masuk kuliah lagi?,jadwal_perkuliahan
Awal perkuliahan gasal itu kapan?,jadwal_perkuliahan
Kapan mulai belajar di semester baru?,jadwal_perkuliahan
Kapan masa perkuliahan dimulai?,jadwal_perkuliahan
Kapan mahasiswa mulai kuliah lagi setelah libur?,jadwal_perkuliahan
Kapan mulai kelas pertama semester ini?,jadwal_perkuliahan
Kapan kegiatan belajar mengajar dimulai?,jadwal_perkuliahan
Kapan pertemuan kuliah pertama diadakan?,jadwal_perkuliahan
Semester baru mulai kapan sih?,jadwal_perkuliahan
Kapan mulai aktif kuliah lagi?,jadwal_perkuliahan
Awal masuk perkuliahan semester gasal kapan?,jadwal_perkuliahan
Mulai ngampus lagi tanggal berapa?,jadwal_perkuliahan
Perkuliahan dimulai tanggal berapa ya?,jadwal_perkuliahan
Kapan waktu pertama masuk kuliah?,jadwal_perkuliahan
"Libur sudah selesai belum, kapan kuliah lagi?",jadwal_perkuliahan
Kapan semester baru dimulai?,jadwal_perkuliahan
Mohon informasi resmi mengenai awal perkuliahan semester baru.,jadwal_perkuliahan
Tanggal pasti dimulainya kelas semester gasal kapan?,jadwal_perkuliahan
Kapan kegiatan akademik semester gasal dimulai?,jadwal_perkuliahan
Kapan pertemuan perkuliahan perdana?,jadwal_perkuliahan
Awal kegiatan belajar mengajar semester ini jatuh pada tanggal berapa?,jadwal_perkuliahan
Kapan perkuliahan aktif kembali setelah libur?,jadwal_perkuliahan
Kapan kalender perkuliahan mulai berjalan?,jadwal_perkuliahan
Kapan mahasiswa sudah wajib masuk kelas?,jadwal_perkuliahan
Kapan jadwal kuliah pertama berlangsung?,jadwal_perkuliahan
Kapan semester baru secara resmi dibuka?,jadwal_perkuliahan
Kuliah mulai tanggal berapa ya?,jadwal_perkuliahan
Semester ini masuknya kapan sih?,jadwal_perkuliahan
Kapan kelas pertama dimulai?,jadwal_perkuliahan
Awal kuliah gasal biasanya kapan?,jadwal_perkuliahan
Semester baru mulai dari kapan?,jadwal_perkuliahan
Tanggal mulai perkuliahan tahun ini apa?,jadwal_perkuliahan
Kapan ngampus lagi setelah liburan?,jadwal_perkuliahan
Perkuliahan aktif dari tanggal berapa?,jadwal_perkuliahan
Kapan rutinitas kuliah balik lagi?,jadwal_perkuliahan
Masuk kuliah udah deket belum?,jadwal_perkuliahan
Bro kuliah start kapan?,jadwal_perkuliahan
Woy kapan mulai masuk lagi?,jadwal_perkuliahan
Kapan kita balik ngampus?,jadwal_perkuliahan
Semester baru mulai kapan woi?,jadwal_perkuliahan
Kapan kelas buka lagi?,jadwal_perkuliahan
Kapan harus bangun pagi lagi buat kuliah?,jadwal_perkuliahan
Tanggal berapa masuk kampus lagi?,jadwal_perkuliahan
"Bos, kuliah dimulai kapan?",jadwal_perkuliahan
Udah mau kuliah belum sih?,jadwal_perkuliahan
Kapan nih balik duduk di kelas?,jadwal_perkuliahan
Kapan ujian tengah semester diadakan?,ujian_tengah_semester
Mohon jadwal ujian tengah semester (UTS) semester gasal.,ujian_tengah_semester
UTS sebagai ujian tengah semester berlangsung mulai kapan sampai kapan?,ujian_tengah_semester
Ujian tengah semester (UTS) mulai tanggal berapa ya?,ujian_tengah_semester
Kapan ujian tengah semester UBL dilaksanakan?,ujian_tengah_semester
UTS sebagai ujian tengah kira-kira di minggu ke berapa?,ujian_tengah_semester
Kapan mahasiswa mulai mengikuti ujian tengah semester?,ujian_tengah_semester
Tanggal berapa ujian tengah semester dimulai?,ujian_tengah_semester
Mohon info waktu pelaksanaan ujian tengah semester.,ujian_tengah_semester
UTS ujian tengah semester dilaksanakan kapan ya?,ujian_tengah_semester
Kapan minggu ujian tengah semester resmi dimulai?,ujian_tengah_semester
UTS sebagai ujian tengah semester ini jadwalnya kapan?,ujian_tengah_semester
Ujian tengah semester dimulai tanggal berapa?,ujian_tengah_semester
UTS ujian tengah dimulai dan berakhir kapan?,ujian_tengah_semester
UTS ujian tengah semester UBL 2025 jadwalnya kapan?,ujian_tengah_semester
Ujian tengah semester dilakukan secara online atau offline?,ujian_tengah_semester
Kapan kartu ujian tengah semester (UTS) bisa diambil?,ujian_tengah_semester
Kapan batas pembayaran sebelum ujian tengah semester?,ujian_tengah_semester
UTS ujian tengah tahun ini mulai minggu kapan?,ujian_tengah_semester
Ujian tengah semester offline di kampus kapan?,ujian_tengah_semester
Bisakah diberikan jadwal lengkap pelaksanaan ujian tengah semester ini?,ujian_tengah_semester
Apakah kalender akademik sudah merilis tanggal ujian tengah semester?,ujian_tengah_semester
Saya ingin mengetahui periode resmi ujian tengah semester.,ujian_tengah_semester
UTS sebagai ujian tengah biasanya jatuh pada minggu ke berapa?,ujian_tengah_semester
Dimana saya bisa melihat jadwal ujian tengah semester terbaru?,ujian_tengah_semester
Kapan pembagian kartu ujian tengah semester dilakukan?,ujian_tengah_semester
Apakah ujian tengah semester ini berlangsung secara luring?,ujian_tengah_semester
Berapa lama periode ujian tengah semester berlangsung tahun ini?,ujian_tengah_semester
UTS ujian tengah dilaksanakan mulai hari apa?,ujian_tengah_semester
Adakah perubahan jadwal ujian tengah semester tahun ini?,ujian_tengah_semester
Ujian tengah semester itu berlangsung selama berapa minggu?,ujian_tengah_semester
Kapan jadwal ujian tengah semester dipublikasikan di web kampus?,ujian_tengah_semester
Ujian tengah semester dilaksanakan sebelum atau sesudah mid semester break?,ujian_tengah_semester
"Jadwal ujian tengah semester saya ingin lihat, sudah keluar belum ya?",ujian_tengah_semester
UTS ujian tengah tahun ini rentang waktunya berapa lama?,ujian_tengah_semester
Ujian tengah semester offline kah atau tetap online seperti sebelumnya?,ujian_tengah_semester
Pengumuman jadwal ujian tengah semester biasanya tayang di mana?,ujian_tengah_semester
UTS ujian tengah dijadwalkan minggu depan atau masih lama?,ujian_tengah_semester
"Cuy, ujian tengah semester kira-kira kapan mulai?",ujian_tengah_semester
"Bro, jadwal ujian tengah semester udah keluar belum?",ujian_tengah_semester
UTS ujian tengah minggu depan kah?,ujian_tengah_semester
"Ujian tengah semester kapan banget sih, biar bisa prepare?",ujian_tengah_semester
Btw ujian tengah semester diadakan sebelum ujian akhir kan ya?,ujian_tengah_semester
Kampus udah ngumumin ujian tengah semester belum?,ujian_tengah_semester
UTS ujian tengah tahun ini nabrak libur nggak?,ujian_tengah_semester
Kapan kita mulai masuk minggu ujian tengah semester?,ujian_tengah_semester
UTS ujian tengah fix tanggal berapa sih? bingung jadwalnya,ujian_tengah_semester
Ada bocoran jadwal ujian tengah semester nggak?,ujian_tengah_semester
Kapan pelaksanaan ujian akhir semester dimulai?,ujian_akhir_semester
Saya ingin mengetahui jadwal resmi ujian akhir semester (UAS).,ujian_akhir_semester
Ujian akhir semester dilaksanakan pada tanggal berapa?,ujian_akhir_semester
UAS akhir semester berlangsung dari tanggal berapa sampai kapan?,ujian_akhir_semester
Apakah sudah ada informasi jadwal ujian akhir semester di Universitas Budi Luhur?,ujian_akhir_semester
Jadwal ujian akhir semester berjalan bisa diinformasikan?,ujian_akhir_semester
Kapan periode ujian akhir semester resmi dimulai?,ujian_akhir_semester
UAS sebagai ujian akhir semester dilaksanakan tanggal berapa ya?,ujian_akhir_semester
Mulai kapan memasuki minggu ujian akhir semester?,ujian_akhir_semester
Tanggal mulai ujian akhir semester (UAS) itu kapan?,ujian_akhir_semester
Pelaksanaan ujian akhir semester jatuh di tanggal berapa?,ujian_akhir_semester
Mohon informasi terkait waktu pelaksanaan ujian akhir semester.,ujian_akhir_semester
UAS sebagai ujian akhir biasanya berada di minggu ke berapa dalam semester?,ujian_akhir_semester
Jadwal ujian akhir semester gasal sudah ditentukan belum?,ujian_akhir_semester
Mahasiswa mulai mengikuti ujian akhir semester kapan?,ujian_akhir_semester
UAS sebagai ujian akhir semester dilakukan secara daring atau luring?,ujian_akhir_semester
Batas akhir input nilai ujian akhir semester itu kapan ya?,ujian_akhir_semester
Apakah ujian akhir semester dilakukan serentak untuk semua mata kuliah?,ujian_akhir_semester
Ujian teori akhir semester ini dijadwalkan kapan?,ujian_akhir_semester
Pengambilan kartu ujian akhir semester dimulai kapan?,ujian_akhir_semester
Apakah tersedia jadwal resmi ujian akhir semester tahun ini?,ujian_akhir_semester
UAS tahun ini sebagai ujian akhir masuk minggu ke berapa ya?,ujian_akhir_semester
Kampus sudah mengumumkan tanggal ujian akhir semester belum?,ujian_akhir_semester
Di mana saya bisa mengecek jadwal ujian akhir semester terbaru?,ujian_akhir_semester
Pembagian kartu ujian akhir semester (UAS) dimulai kapan?,ujian_akhir_semester
UAS sebagai ujian akhir semester full offline atau masih online?,ujian_akhir_semester
Biasanya pengumuman ujian akhir semester keluar kapan ya?,ujian_akhir_semester
Durasi pelaksanaan ujian akhir semester tahun ini berapa lama?,ujian_akhir_semester
Apakah ujian akhir semester dilaksanakan sebelum masa libur semester?,ujian_akhir_semester
"Secara resmi, minggu ujian akhir semester dimulai kapan?",ujian_akhir_semester
Apakah kalender ujian akhir semester tahun ini mengalami perubahan?,ujian_akhir_semester
Ujian akhir semester biasanya mulai hari apa ya?,ujian_akhir_semester
Jadwal ujian akhir semester sudah diunggah di website kampus belum?,ujian_akhir_semester
UAS ujian akhir semua prodi barengan atau beda jadwal?,ujian_akhir_semester
Pengumuman resmi ujian akhir semester biasanya rilis kapan?,ujian_akhir_semester
UAS ujian akhir kapan bro? biar bisa atur jadwal belajar,ujian_akhir_semester
Ujian akhir semester udah dekat belum sih?,ujian_akhir_semester
UAS ujian akhir bakal online lagi atau sudah offline semua?,ujian_akhir_semester
Kampus udah share info ujian akhir semester belum ya?,ujian_akhir_semester
Ujian akhir semester sebentar lagi atau masih lama?,ujian_akhir_semester
Ada perkiraan jadwal ujian akhir semester nggak?,ujian_akhir_semester
Ujian akhir semester biasanya sebelum atau setelah akhir tahun?,ujian_akhir_semester
Secara umum ujian akhir semester jatuh di minggu ke berapa?,ujian_akhir_semester
Tanggal ujian akhir semester sudah fix belum? mau atur cuti kerja,ujian_akhir_semester
Kapan dosen mulai ngasih kisi-kisi ujian akhir semester?,ujian_akhir_semester
UAS ujian akhir semester ini mepet libur semester nggak ya?,ujian_akhir_semester
"Info jadwal ujian akhir semester dong, takut kelewatan",ujian_akhir_semester
Ujian akhir semester kapan dah?,ujian_akhir_semester
Bagaimana tata cara mengajukan permohonan untuk mengganti dosen pembimbing KKN?,pengajuan_peralihan_pembimbing
"Saya ingin meminta perpindahan pembimbing KKP, langkah awalnya apa?",pengajuan_peralihan_pembimbing
Apakah ada prosedur untuk mengalihkan pembimbing Tugas Akhir ke dosen lain?,pengajuan_peralihan_pembimbing
"Jika saya mengalami kendala dengan pembimbing, apakah bisa mengajukan permohonan peralihan?",pengajuan_peralihan_pembimbing
"Untuk perubahan pembimbing TA, dokumen apa saja yang harus disiapkan?",pengajuan_peralihan_pembimbing
Ke bagian mana saya harus menyerahkan surat peralihan pembimbing?,pengajuan_peralihan_pembimbing
Apakah pergantian dosen pembimbing memerlukan persetujuan tertulis dari prodi?,pengajuan_peralihan_pembimbing
"Topik penelitian saya berubah, apakah saya boleh mengusulkan pembimbing baru?",pengajuan_peralihan_pembimbing
Bagaimana alur pengajuan pergeseran pembimbing di program KKP?,pengajuan_peralihan_pembimbing
"Jika pembimbing tidak responsif, apakah mahasiswa dapat meminta penugasan pembimbing lain?",pengajuan_peralihan_pembimbing
Adakah batas waktu untuk mengajukan peralihan pembimbing KKN atau TA?,pengajuan_peralihan_pembimbing
Apakah pergantian pembimbing tetap diperbolehkan saat proses bimbingan sudah berlangsung?,pengajuan_peralihan_pembimbing
"Saya membutuhkan pembimbing yang relevan dengan bidang saya, bagaimana cara mengajukan perpindahan?",pengajuan_peralihan_pembimbing
"Untuk permohonan penggantian pembimbing, apakah mahasiswa perlu konsultasi dengan staf prodi terlebih dahulu?",pengajuan_peralihan_pembimbing
Apa tahapan verifikasi prodi dalam proses peralihan pembimbing?,pengajuan_peralihan_pembimbing
Bagaimana mekanisme resmi untuk mengganti dosen pembimbing?,pengajuan_peralihan_pembimbing
Apakah boleh mengajukan peralihan pembimbing karena topik berubah?,pengajuan_peralihan_pembimbing
"Jika pembimbing tidak merespons, apakah bisa ganti pembimbing?",pengajuan_peralihan_pembimbing
Apakah ada formulir khusus untuk pengajuan peralihan pembimbing?,pengajuan_peralihan_pembimbing
Pergantian pembimbing harus minta persetujuan siapa saja?,pengajuan_peralihan_pembimbing
Syarat administratif apa yang harus disiapkan untuk mengganti pembimbing?,pengajuan_peralihan_pembimbing
Berapa lama proses verifikasi peralihan pembimbing dilakukan?,pengajuan_peralihan_pembimbing
Apakah prodi menyediakan format surat for penggantian pembimbing?,pengajuan_peralihan_pembimbing
Bolehkah mengganti pembimbing jika terjadi kendala komunikasi?,pengajuan_peralihan_pembimbing
Apakah pergantian pembimbing mempengaruhi jadwal bimbingan?,pengajuan_peralihan_pembimbing
Pengajuan peralihan pembimbing dilakukan via email atau datang langsung?,pengajuan_peralihan_pembimbing
"Jika pembimbing terlalu sibuk, apakah bisa mengajukan dosen lain?",pengajuan_peralihan_pembimbing
Bagaimana cara mengetahui apakah penggantian pembimbing diterima?,pengajuan_peralihan_pembimbing
Kapan batas pengajuan peralihan pembimbing untuk TA?,pengajuan_peralihan_pembimbing
Apakah boleh pindah pembimbing setelah seminar proposal?,pengajuan_peralihan_pembimbing
"Jika pembimbing pindah institusi, apakah mahasiswa otomatis dialihkan?",pengajuan_peralihan_pembimbing
Bolehkah minta pembimbing yang lebih sesuai bidang?,pengajuan_peralihan_pembimbing
Apakah peralihan pembimbing menyebabkan perpanjangan waktu TA?,pengajuan_peralihan_pembimbing
Apakah mahasiswa perlu alasan tertulis untuk peralihan pembimbing?,pengajuan_peralihan_pembimbing
Bisakah saya konsultasi dulu sebelum mengajukan pergantian pembimbing?,pengajuan_peralihan_pembimbing
Gimana cara ganti pembimbing kalau udah buntu sama pembimbing lama?,pengajuan_peralihan_pembimbing
"Kalau pembimbing jarang respons WA, bisa minta diganti gak?",pengajuan_peralihan_pembimbing
Ada template surat pindah pembimbing ga?,pengajuan_peralihan_pembimbing
Proses ganti pembimbing ribet gak sih?,pengajuan_peralihan_pembimbing
"Kalau pembimbing sibuk banget, bisa request pembimbing baru?",pengajuan_peralihan_pembimbing
"Aku mau ganti pembimbing tapi takut gak di-acc, caranya gimana?",pengajuan_peralihan_pembimbing
Boleh gak ganti pembimbing karena gak cocok?,pengajuan_peralihan_pembimbing
Alur pindah pembimbing itu lama gak prosesnya?,pengajuan_peralihan_pembimbing
Gimana minta pembimbing baru tanpa ngejelekin pembimbing lama?,pengajuan_peralihan_pembimbing
Bisa gak sih pindah pembimbing tengah jalan?,pengajuan_peralihan_pembimbing
Form pengajuan pindah pembimbing isi dimana?,pengajuan_peralihan_pembimbing
Kapan jadwal ujian remedial?,remedial
Mohon informasi mengenai jadwal remedial semester gasal.,remedial
Kapan pelaksanaan remedial dimulai?,remedial
Remedial diadakan kapan ya?,remedial
Kapan bisa ikut ujian perbaikan nilai?,remedial
Remedial dilakukan tanggal berapa?,remedial
Kapan jadwal remedial dibuka?,remedial
Apakah sudah ada jadwal remedial semester ini?,remedial
Kapan pelaksanaan ujian susulan atau remedial?,remedial
Remedial semester gasal kapan dimulai?,remedial
Kapan mahasiswa bisa daftar remedial?,remedial
Remedial mulai kapan sampai kapan?,remedial
Ujian remedial kapan pelaksanaannya?,remedial
Kapan periode remedial diadakan?,remedial
Apakah remedial wajib bagi mahasiswa yang tidak lulus?,remedial
Kapan batas daftar remedial?,remedial
Remedial online atau tatap muka?,remedial
